Signature	Return Type	Function Type	Intermediate Type	Properties
min_by_state(FLOAT,DECIMAL32)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(FLOAT,DECIMAL64)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(FLOAT,DOUBLE)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(FLOAT,FLOAT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(FLOAT,INT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(FLOAT,LARGEINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(FLOAT,SMALLINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(FLOAT,TINYINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(FLOAT,VARCHAR)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INT,BIGINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INT,BOOLEAN)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INT,DATE)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INT,DATETIME)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INT,DECIMAL128)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INT,DECIMAL256)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INT,DECIMAL32)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INT,DECIMAL64)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INT,DOUBLE)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INT,FLOAT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INT,INT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INT,LARGEINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INT,SMALLINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INT,TINYINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INT,VARCHAR)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INVALID_TYPE,BIGINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INVALID_TYPE,BOOLEAN)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INVALID_TYPE,DATE)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INVALID_TYPE,DATETIME)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INVALID_TYPE,DECIMAL128)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INVALID_TYPE,DECIMAL256)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INVALID_TYPE,DECIMAL32)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INVALID_TYPE,DECIMAL64)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INVALID_TYPE,DOUBLE)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INVALID_TYPE,FLOAT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INVALID_TYPE,INT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INVALID_TYPE,LARGEINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INVALID_TYPE,SMALLINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INVALID_TYPE,TINYINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(INVALID_TYPE,VARCHAR)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(JSON,BIGINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(JSON,BOOLEAN)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(JSON,DATE)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(JSON,DATETIME)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(JSON,DECIMAL128)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(JSON,DECIMAL256)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(JSON,DECIMAL32)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(JSON,DECIMAL64)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(JSON,DOUBLE)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(JSON,FLOAT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(JSON,INT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(JSON,LARGEINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(JSON,SMALLINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(JSON,TINYINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(JSON,VARCHAR)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(LARGEINT,BIGINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(LARGEINT,BOOLEAN)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(LARGEINT,DATE)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(LARGEINT,DATETIME)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(LARGEINT,DECIMAL128)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(LARGEINT,DECIMAL256)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(LARGEINT,DECIMAL32)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(LARGEINT,DECIMAL64)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(LARGEINT,DOUBLE)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(LARGEINT,FLOAT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(LARGEINT,INT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(LARGEINT,LARGEINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(LARGEINT,SMALLINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(LARGEINT,TINYINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(LARGEINT,VARCHAR)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(SMALLINT,BIGINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(SMALLINT,BOOLEAN)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(SMALLINT,DATE)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(SMALLINT,DATETIME)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(SMALLINT,DECIMAL128)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(SMALLINT,DECIMAL256)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(SMALLINT,DECIMAL32)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(SMALLINT,DECIMAL64)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(SMALLINT,DOUBLE)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(SMALLINT,FLOAT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(SMALLINT,INT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(SMALLINT,LARGEINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(SMALLINT,SMALLINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(SMALLINT,TINYINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(SMALLINT,VARCHAR)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(TINYINT,BIGINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(TINYINT,BOOLEAN)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(TINYINT,DATE)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(TINYINT,DATETIME)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(TINYINT,DECIMAL128)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(TINYINT,DECIMAL256)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(TINYINT,DECIMAL32)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(TINYINT,DECIMAL64)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(TINYINT,DOUBLE)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(TINYINT,FLOAT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(TINYINT,INT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(TINYINT,LARGEINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(TINYINT,SMALLINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(TINYINT,TINYINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(TINYINT,VARCHAR)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARCHAR,BIGINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARCHAR,BOOLEAN)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARCHAR,DATE)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARCHAR,DATETIME)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARCHAR,DECIMAL128)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARCHAR,DECIMAL256)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARCHAR,DECIMAL32)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARCHAR,DECIMAL64)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARCHAR,DOUBLE)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARCHAR,FLOAT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARCHAR,INT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARCHAR,LARGEINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARCHAR,SMALLINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARCHAR,TINYINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARCHAR,VARCHAR)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARIANT,BIGINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARIANT,BOOLEAN)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARIANT,DATE)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARIANT,DATETIME)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARIANT,DECIMAL128)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARIANT,DECIMAL256)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARIANT,DECIMAL32)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARIANT,DECIMAL64)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARIANT,DOUBLE)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARIANT,FLOAT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARIANT,INT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARIANT,LARGEINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARIANT,SMALLINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARIANT,TINYINT)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state(VARIANT,VARCHAR)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state_merge(VARBINARY)	BOOLEAN	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_state_union(VARBINARY,VARBINARY)	VARBINARY	Scalar	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_by_union(VARBINARY)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_combine(BIGINT)	BIGINT	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_combine(BOOLEAN)	BOOLEAN	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_combine(DATE)	DATE	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_combine(DATETIME)	DATETIME	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_combine(DECIMAL128)	DECIMAL128	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_combine(DECIMAL256)	DECIMAL256	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_combine(DECIMAL32)	DECIMAL32	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_combine(DECIMAL64)	DECIMAL64	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_combine(DOUBLE)	DOUBLE	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_combine(FLOAT)	FLOAT	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_combine(INT)	INT	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_combine(LARGEINT)	LARGEINT	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_combine(SMALLINT)	SMALLINT	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_combine(TINYINT)	TINYINT	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_combine(VARCHAR)	VARCHAR	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_if(BIGINT,BOOLEAN)	BIGINT	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_if(BOOLEAN,BOOLEAN)	BOOLEAN	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_if(DATE,BOOLEAN)	DATE	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_if(DATETIME,BOOLEAN)	DATETIME	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_if(DECIMAL128,BOOLEAN)	DECIMAL128	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_if(DECIMAL256,BOOLEAN)	DECIMAL256	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_if(DECIMAL32,BOOLEAN)	DECIMAL32	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_if(DECIMAL64,BOOLEAN)	DECIMAL64	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_if(DOUBLE,BOOLEAN)	DOUBLE	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_if(FLOAT,BOOLEAN)	FLOAT	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_if(INT,BOOLEAN)	INT	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_if(LARGEINT,BOOLEAN)	LARGEINT	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_if(SMALLINT,BOOLEAN)	SMALLINT	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
min_if(TINYINT,BOOLEAN)	TINYINT	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
